Name,Team,Pos,VOR2,Points,Ceiling,Floor,AAV,Risk,Image
Darren Sproles,PHI,RB,-87.85836306,93.13885657,104.2628546,76.921893,NA,3.753683622,
Gerald Everett,LAR,TE,-87.89222155,60.81361632,77.2968554,29.05513032,NA,4.930486631,
Blake Jarwin,DAL,TE,-87.90934287,60.796495,96.36926137,0.2,NA,6.802240136,
Jake Butt,DEN,TE,-88.68112466,60.02471321,85.11917741,1.092208505,NA,6.362140846,
Brandon Marshall,SEA,WR,-89.72181296,102.8230779,140.8539521,13.94123457,NA,4.250916162,
Cole Beasley,DAL,WR,-89.96714046,102.5777504,115.4011045,87.20285332,NA,4.125524366,
Jonnu Smith,TEN,TE,-89.97885543,58.72698244,78.27171371,40.04318244,NA,4.451393983,
Jeff Heuerman,DEN,TE,-90.13340079,58.57243708,84.13277872,35.57829673,NA,6.182460859,
Seth DeValve,CLE,TE,-90.65456742,58.05127044,105.1385076,26.62091503,NA,6.300969113,
Adam Shaheen,CHI,TE,-91.47456288,57.23127498,70.56547704,30.68610425,NA,4.994486533,
Spencer Ware,KC,RB,-92.89506467,88.10215496,133.1819519,40.934,NA,6.587811634,
Chris Ivory,BUF,RB,-92.92451188,88.07270776,127.372337,42.961,NA,6.261072995,
Jordan Akins,HOU,TE,-94.28967223,54.41616564,80.65406701,6.31,NA,6.605030349,
J.J. Nelson,ARI,WR,-94.50824294,98.03664794,113.5979787,72.81875889,NA,4.053871911,
Rob Kelley,WAS,RB,-94.68493036,86.31228928,125.068282,34.98941854,NA,7.793355847,
Terrelle Pryor,NYJ,WR,-96.18266782,96.36222307,149.5646075,20.9122085,NA,4.089698138,
Trent Taylor,SF,WR,-96.24894983,96.29594105,116.5183448,68.53455418,NA,3.865784216,
Zay Jones,BUF,WR,-98.45981763,94.08507326,137.387002,52.36288244,NA,3.901610444,
Demetrius Harris,KC,TE,-98.52620429,50.17963358,63.30231709,39.98123457,NA,4.088212043,
Kenneth Dixon,BAL,RB,-98.7191467,82.27807293,103.4271657,37.47050545,NA,5.337325585,
Nick OLeary,BUF,TE,-98.81534273,49.89049514,56.61280091,33.40895889,NA,4.101301179,
Taylor Gabriel,CHI,WR,-99.01344168,93.53144921,116.2287254,66.26415638,NA,3.722479306,
LeGarrette Blount,DET,RB,-99.08000123,81.9172184,98.9800442,60.91986816,1.5,4.343174743,
Adrian Peterson,WAS,RB,-99.19837846,81.79884118,110.4855215,1.1,3.1,9.085108118,
Chester Rogers,IND,WR,-99.20263006,93.34226083,127.8586514,72.546,NA,3.767262091,
Tyler Boyd,CIN,WR,-99.82852913,92.71636176,114.2840628,65.04946259,NA,4.313612061,
Chris Herndon,NYJ,TE,-99.99558232,48.71025555,83.78937908,0,NA,6.315262626,
Nick Boyle,BAL,TE,-100.4689141,48.23692376,66.63128154,17.32162604,NA,5.621976964,
Kendall Wright,MIN,WR,-100.6198191,91.92507183,121.3528852,37.31312028,NA,4.02700224,
A.J. Derby,MIA,TE,-100.770847,47.93499084,79.89284589,18.84294711,NA,6.029712354,
Samaje Perine,WAS,RB,-100.9225675,80.07465209,112.9863875,18.36318244,NA,7.661034419,
Jordan Wilkins,IND,RB,-101.4065477,79.59067192,108.5860638,0.267078189,1.3,7.724345696,
Mark Andrews,BAL,TE,-101.5658252,47.14001265,76.28906231,1.035130316,NA,6.563823922,
Clive Walford,NYJ,TE,-102.2871291,46.41870872,69.89418177,16.4476684,NA,5.689450563,
Sam Ficken,LAR,K,-102.3663685,23.40788767,66.46595745,-7.2,NA,9.887360804,
Elijah McGuire,NYJ,RB,-102.6106684,78.38655126,91.1448939,25.92016663,NA,6.002871593,
Wayne Gallman,NYG,RB,-103.251366,77.74585366,97.55624784,44.43996816,NA,5.288420255,
Antonio Callaway,CLE,WR,-104.4571802,88.08771072,137.8722504,9.335144033,NA,4.224046492,
Jaron Brown,SEA,WR,-105.7911612,86.75372967,128.0842962,43.86332781,NA,4.098654695,
Josh Hill,NO,TE,-106.1053202,42.60051767,54.7786252,23.76198495,NA,4.566134333,
Mike Nugent,OAK,K,-107.3316952,18.44256102,51.19980957,-12,NA,7.019847613,
Willie Snead,BAL,WR,-107.5024422,85.04244872,114.5072943,40.8522085,NA,3.982219456,
Rhett Ellison,NYG,TE,-107.5613326,41.14450529,53.90481131,8.264332824,NA,4.92281184,
Marcedes Lewis,GB,TE,-108.2491193,40.45671861,63.36102636,5.52,NA,5.139581413,
Ian Thomas,CAR,TE,-109.511005,39.19483284,54.49053915,12.41566147,NA,5.176348726,
Rod Smith,DAL,RB,-110.0843128,70.91290685,99.61909873,30.07863032,NA,5.519397584,
Torrey Smith,CAR,WR,-110.8199988,81.7248921,108.3578767,51.46257993,NA,3.937436671,
Sam Bradford,ARI,QB,-110.827801,182.9337625,274.1278407,128.18,NA,8.440140291,
Dez Bryant,FA,WR,-111.2734992,81.27139172,147.9952296,-1.799174691,1.9,4.528569426,
Brice Butler,ARI,WR,-111.7087795,80.83611142,107.8714083,52.158606,NA,3.928480114,
Dwayne Allen,NE,TE,-112.1612467,36.54459117,53.28055284,10.29717993,NA,5.176206308,
Geoff Swaim,DAL,TE,-112.3014532,36.40438465,58.13467667,1,NA,7.17401267,
Richard Rodgers,PHI,TE,-112.4586906,36.24714729,64.54638421,9.648409714,NA,5.923631498,
Jonathan Stewart,NYG,RB,-112.9261176,68.07110201,102.7022763,15.80831276,NA,6.304928212,
Dion Sims,CHI,TE,-114.2913472,34.41449068,48.49887456,14.88606565,NA,5.09626934,
Jalen Richard,OAK,RB,-114.5949584,66.40226125,91.65467655,34.65525473,NA,5.314684372,
Jordan Leggett,NYJ,TE,-115.2769696,33.42886826,53.56149056,0.09,NA,6.443396288,
Kevin White,CHI,WR,-115.5559669,76.98892398,125.4069508,22.88875889,NA,4.555439097,
Dalton Schultz,DAL,TE,-115.8796177,32.82622012,52.70352904,8.248336216,NA,6.879208194,
Darren Fells,CLE,TE,-116.1210789,32.584759,45.6921902,4.863185714,NA,4.39136198,
Niles Paul,JAC,TE,-117.3705569,31.33528101,42.56760043,7.42780661,NA,4.458918331,
Bruce Ellington,HOU,WR,-117.613713,74.93117788,110.3590794,10.97546314,NA,3.928480114,
Lance Kendricks,GB,TE,-117.7536439,30.95219396,47.19935312,9.842713521,NA,5.225915123,
Josh Allen,BUF,QB,-117.8152798,175.9462837,264.195241,45.98856684,NA,9.756006661,
Troy Fumagalli,DEN,TE,-118.0037729,30.70206499,50.58936005,9.922504363,NA,6.55071561,
C.J. Prosise,SEA,RB,-118.0355048,62.96171482,97.59104145,7.058111013,NA,6.32939849,
Nick Rose,HOU,K,-118.1003058,7.673950388,28.55314985,-7.8,NA,5.819649945,
Tavon Austin,DAL,RB,-118.7557493,62.24147038,78.73977516,22.465,NA,6.069343824,
Tavon Austin,DAL,RB,-118.7557493,62.24147038,78.73977516,22.465,NA,7.066193129,
Rico Gathers,DAL,TE,-119.0068692,29.69896871,47.53134281,0,NA,5.700463682,
Maxx Williams,BAL,TE,-119.4939389,29.21189893,47.7882337,1.681434568,NA,5.457421591,
Chase Edmonds,ARI,RB,-119.6779883,61.31923133,83.51061545,5.26,NA,5.968610217,
Erik Swoope,IND,TE,-119.7207845,28.9850534,37.3891816,11.06763958,NA,7.598756941,
Tre'Quan Smith,NO,WR,-120.084326,72.46056493,113.1191242,-0.627791495,NA,4.385264516,
Levine Toilolo,DET,TE,-120.3078454,28.39799249,43.35549315,4.8953368,NA,4.994374144,
DeAndre Washington,OAK,RB,-121.2077132,59.78950646,82.78828329,13.93610425,NA,5.919984953,
Seth Roberts,OAK,WR,-121.7099875,70.83490342,94.61093506,-2.144285714,NA,3.955349785,
Lee Smith,OAK,TE,-122.6410573,26.06478057,44.58999655,0.2,NA,8.022207437,
Curtis Samuel,CAR,WR,-123.0439615,69.50092937,110.9336126,14.422306,NA,4.197176821,
Corey Grant,JAC,RB,-123.055065,57.94215466,76.63205476,26.807,NA,4.982802021,
James OShaughnessy,JAC,TE,-124.1207471,24.58509074,36.10216663,8.530787458,NA,4.60263363,
Kyle Juszczyk,SF,RB,-124.2024688,56.79475086,81.21956196,0,NA,6.744824885,
Dante Pettis,SF,WR,-124.2897496,68.25514126,131.6356443,5.482674897,NA,4.268829276,
Keke Coutee,HOU,WR,-124.354554,68.19033684,72.06600395,2.462,NA,4.349438288,
Sam Darnold,NYJ,QB,-124.8746881,168.8868754,251.3890056,60.29390261,NA,9.582920913,
Marshall Koehn,NYG,K,-125.7607624,0.01349381,0.023330275,0,NA,2.801198962,
Sean Culkin,LAC,TE,-126.2210222,22.48481571,40.3707716,0.4,NA,4.911035397,
Eric Tomlinson,NYJ,TE,-126.3759921,22.32984581,38.61279437,7.995130316,NA,5.417644509,
Michael Roberts,DET,TE,-126.4338343,22.27200356,45.53819086,0.2,NA,4.937609261,
Ameer Abdullah,DET,RB,-126.4556435,54.54157613,105.6123872,2.101970331,NA,8.668779375,
Carlos Henderson,DEN,WR,-126.9469721,65.59791878,83.0435775,1.107885714,NA,5.988488198,
Tavon Austin,DAL,WR,-127.05772,65.48717093,79.37460694,37.56,NA,3.695609635,
Tavon Austin,DAL,WR,-127.05772,65.48717093,79.37460694,37.56,NA,4.277785833,
Cordarrelle Patterson,NE,WR,-127.4373229,65.10756798,82.26188848,49.98553226,NA,4.555439097,
J.D. McKissic,SEA,RB,-127.7038713,53.29334835,82.84624545,12.63,NA,7.031821135,
Austin Traylor,DEN,TE,-127.7095737,20.99626418,43.39665392,0.03361603,NA,5.694003819,
Will Dissly,SEA,TE,-127.8467372,20.85910063,28.18199718,0.183182442,NA,5.641656049,
Durham Smythe,MIA,TE,-127.9406553,20.76518252,25.06893711,13.98763441,NA,5.571404094,
David Morgan,MIN,TE,-128.3019487,20.40388919,30.83137324,0.2,NA,4.066553275,
J.D. McKissic,SEA,WR,-128.4934644,64.05142645,81.34403891,36.478,NA,4.188220264,
MarQueis Gray,MIA,TE,-129.3354357,19.37040212,38.75079887,0.2,NA,5.662359748,
Tyler Conklin,MIN,TE,-129.4014944,19.30434343,30.2598,9.46,NA,6.519605988,
Phillip Dorsett,NE,WR,-129.6480426,62.89684824,109.4972812,25.75465387,NA,4.707700564,
D.J. Foster,ARI,WR,-129.7288909,62.816,62.816,62.816,NA,4.304655504,
Jeremy Hill,NE,RB,-129.9525437,51.04467594,93.85352177,16.32,0,7.269605361,
D.J. Chark,JAC,WR,-130.2617978,62.28309307,107.0330891,2.653182442,NA,4.385264516,
Jerell Adams,NYG,TE,-130.6437774,18.06206044,28.51224611,0.2,NA,4.363165158,
Neal Sterling,NYJ,TE,-130.8285384,17.8772995,37.71243704,-0.014239029,NA,7.004382855,
Kalen Ballage,MIA,RB,-130.8541459,50.14307376,93.12937681,9.093182442,NA,7.043581843,
T.J. Jones,DET,WR,-131.0018704,61.54302044,81.58246407,37.7285892,NA,4.680830893,
Jordan Thomas,HOU,TE,-131.288361,17.41747684,28.13937576,4.68,NA,4.57619209,
Ben Koyack,JAC,TE,-131.6646805,17.04115733,32.67027777,0.1,NA,5.448846713,
Chris Conley,KC,WR,-131.7587835,60.78610741,86.02204525,18.63367066,NA,3.946393228,
Derek Carrier,OAK,TE,-132.0931174,16.6127205,28.42443428,8.553823625,NA,4.737623702,
Braedon Bowman,LAC,TE,-132.9462001,15.75963777,36.85609138,0,NA,6.841409731,
C.J. Uzomah,CIN,TE,-133.0260378,15.6798001,27.30221543,0.1,NA,4.686114448,
Eric Saubert,ATL,TE,-133.4661947,15.23964318,33.02144916,0,NA,6.853367478,
Will Tye,NE,TE,-133.8169613,14.88887657,35.27048182,0.3,NA,6.306933377,
James Conner,PIT,RB,-134.0825653,46.9146543,63.9628874,27.064,NA,5.030395561,
Roger Lewis,NYG,WR,-134.1921723,58.35271861,78.17943888,11.98208495,NA,4.483786641,
Jeremy Sprinkle,WAS,TE,-134.3092581,14.39657974,22.23462522,4.969587458,NA,4.071560368,
Mychal Rivera,FA,TE,-134.3534072,14.35243066,32.2402056,-0.092473118,NA,6.038570673,
Logan Thomas,BUF,TE,-134.4059187,14.29991917,21.82707231,0.1,NA,6.597618212,
Ryan Izzo,NE,TE,-134.7003995,14.00543835,19.62385,5.27,NA,3.604251159,
Alfred Blue,HOU,RB,-134.9651334,46.03208624,64.95594834,18.96,NA,5.40384415,
Charles Sims,TB,RB,-135.2074333,45.78978637,80.73267452,-0.081234568,NA,8.802698058,
Robert Turbin,IND,RB,-135.366129,45.63109062,55.60981341,18.41,NA,4.972106279,
Jaylen Samuels,PIT,RB,-135.4721645,45.5250551,81.9492,12.1,NA,8.990194063,
Jaylen Samuels,PIT,RB,-135.4721645,45.5250551,81.9492,12.1,NA,11.82738055,
Shane Vereen,NO,RB,-136.2391049,44.75811476,85.02802695,0.4,NA,7.846575178,
Evan Baylis,CAR,TE,-136.5033881,12.20244976,24.76469849,-0.055880836,NA,5.301359746,
Troy Niklas,FA,TE,-136.7947263,11.91111157,25.16948328,-0.092473118,NA,4.704324877,
Boston Scott,NO,RB,-136.9169402,44.08027941,52.79046527,4.799,NA,6.69390144,
Daniel Brown,CHI,TE,-136.9375801,11.76825776,26.5849427,0.025760971,NA,4.410962615,
Jeremy Kerley,BUF,WR,-137.146065,55.39882593,67.26903958,41.2,NA,4.152394037,
Xavier Grimble,PIT,TE,-137.2290892,11.47674871,17.155784,5.081965648,NA,3.665750955,
Jacob Hollister,NE,TE,-137.3432981,11.36253978,20.76060525,0.1,NA,5.101806248,
Laquon Treadwell,MIN,WR,-137.5889707,54.95592019,73.88769152,36.06123457,NA,4.125524366,
Alan Cross,TB,TE,-138.8109912,9.894846691,17.22255784,0.1,NA,3.709968245,
Gabe Holmes,ARI,TE,-139.3607529,9.345085001,16.11645262,0.2,NA,4.713008277,
Travaris Cadet,BUF,RB,-139.444732,41.55248762,71.02041842,0.2,NA,6.451214529,
Cody Latimer,NYG,WR,-139.9459757,52.5989152,73.36099489,25,NA,4.367351402,
Michael Hoomanawanui,NO,TE,-140.0845459,8.621292009,13.43046838,0.05,NA,4.275260823,
Logan Paulsen,ATL,TE,-140.3065195,8.39931841,20.30835791,0.03,NA,4.539854257,
John Kelly,LAR,RB,-140.4579214,40.53929824,70.22083928,2.083182442,NA,5.820325095,
Mike Gillislee,NE,RB,-140.485755,40.51146466,70.54394571,0.168557143,NA,5.900938032,
Bucky Hodges,PIT,TE,-140.5457636,8.160074315,18.34726712,-0.034934986,NA,4.418901377,
Kapri Bibbs,WAS,RB,-140.8638766,40.13334301,59.51591826,19.74,NA,7.709514722,
Malcolm Brown,LAR,RB,-141.0002078,39.99701184,48.88770773,11.28241101,NA,4.8329269,
Cole Hikutini,SF,TE,-141.1010093,7.60482859,13.30795436,0.02,NA,4.452894127,
Ryan Nall,CHI,RB,-141.1072196,39.89,39.89,39.89,NA,1.852067133,
Daurice Fountain,IND,WR,-141.116998,51.42789285,65.59402441,14.72304476,NA,4.877875144,
Sean McGrath,DET,TE,-141.2917756,7.414062264,15.50704583,-0.034239029,NA,5.961412898,
Seth DeValve,CLE,WR,-141.3378909,51.207,51.207,51.207,NA,3.525435055,
DeAngelo Henderson,DEN,RB,-141.3989194,39.59830022,55.12535833,19.06690927,NA,4.942026106,
Luke Stocker,TEN,TE,-141.5000022,7.205835657,12.20196516,0.07,NA,3.107489324,
Matt Lengel,CLE,TE,-141.5038434,7.201994476,8.51584225,-0.009026063,NA,3.607342107,
Khari Lee,BUF,TE,-141.5124682,7.193369666,9.94860187,-0.006132339,NA,3.334695544,
MyCole Pruitt,HOU,TE,-141.5146447,7.191193184,9.001971549,0.04,NA,4.02241137,
Justin Hardy,ATL,WR,-141.5184325,51.02645842,73.84300885,19.16019563,NA,5.083875953,
Chris Manhertz,CAR,TE,-141.559728,7.146109886,11.53967003,0.1,NA,3.217985458,
Tim Wright,KC,TE,-141.6114127,7.094425191,15.55373379,0.05,NA,3.693930877,
Jacquizz Rodgers,TB,RB,-141.7474942,39.24972544,54.22446667,16.79928669,NA,5.008158988,
Antony Auclair,TB,TE,-141.8693627,6.836475196,11.41996579,0.06,NA,4.926564829,
Ross Travis,IND,TE,-141.9066859,6.799151969,11.90106905,0.042339585,NA,3.813516064,
Rashard Higgins,CLE,WR,-142.1767525,50.36813841,76.1825528,11.75756565,NA,4.609178438,
Darrell Daniels,IND,TE,-142.1924008,6.513437057,11.04240302,0,NA,3.259583521,
Emanuel Byrd,GB,TE,-142.2968879,6.408949978,11.12200621,0,NA,3.583474466,
Benny Cunningham,CHI,RB,-142.3005679,38.69665175,59.68756118,9.934156379,NA,5.6359299,
Temarrick Hemingway,LAR,TE,-142.5733515,6.132486406,10.47090418,0,NA,4.230864973,
Bryce Williams,ARI,TE,-142.8464065,5.859431382,12.83230395,-0.072208505,NA,4.253203793,
Ben Braunecker,CHI,TE,-143.0058606,5.699977226,8.173016478,-0.070251631,NA,6.364550864,
Jace Amaro,KC,TE,-143.0955266,5.610311314,10.86549037,0,NA,4.430016777,
Garrett Griffin,NO,TE,-143.0979855,5.607852379,11.90697039,0,NA,4.906221805,
Gavin Escobar,MIA,TE,-143.1479062,5.557931654,10.43655071,-0.039890731,NA,3.969738657,
Cole Wick,SF,TE,-143.1731957,5.532642148,12.05021125,-0.045130316,NA,5.462097035,
Zach Miller,CHI,TE,-143.3460645,5.359773371,11.68036364,0,NA,4.071109089,
Braxton Miller,HOU,WR,-143.4105472,49.13434365,71.22535165,33.9074587,NA,4.233003049,
Jim Dray,FA,TE,-143.4410533,5.264784547,8.284912791,0,NA,3.611149008,
Ito Smith,ATL,RB,-143.7300276,37.26719207,79.80526831,7.745459534,NA,7.414206251,
Hakeem Valles,DET,TE,-143.8299721,4.875865732,6.811127964,-0.009026063,NA,7.09717874,
Mike Davis,SEA,RB,-143.8309904,37.16622925,57.818375,-0.85620915,NA,5.789799366,
Devon Cajuste,FA,TE,-144.0150095,4.690828357,10.28280365,-0.072208505,NA,3.859574843,
Blake Bell,MIN,TE,-144.0250367,4.680801159,9.930095378,-0.046312542,NA,3.522707067,
Thomas Rawls,NYJ,RB,-144.0511241,36.94609557,40.33543942,-0.507076445,NA,5.989381753,
Cethan Carter,CIN,TE,-144.1626052,4.543232687,7.902834161,0,NA,3.596419269,
Henry Krieger-Coble,LAR,TE,-144.4014384,4.30439944,11.24873098,-0.041463477,NA,4.011636904,
Mack Hollins,PHI,WR,-144.4176327,48.12725816,71.58531747,24.83707819,NA,4.68978745,
Marquez Valdes-Scantling,GB,WR,-144.4923172,48.05257373,82.24409375,13.8,NA,4.985353827,
Joshua Perkins,FA,TE,-144.601112,4.104725898,8.955136778,0,NA,5.58951564,
Brandon Williams,FA,TE,-144.630557,4.075280843,8.80744186,-0.092473118,NA,3.624173812,
John Phillips,NO,TE,-144.9511535,3.754684384,8.119360465,-0.092473118,NA,3.518612486,
Jonathan Williams,NO,RB,-145.1333556,35.86386404,34.83551548,9.361,NA,4.618522508,
Orson Charles,CLE,TE,-145.4678136,3.238024231,6.949622093,0,NA,4.715496172,
Mo Alie-Cox,IND,TE,-145.4885057,3.217332193,3.67102614,0,NA,2.88326529,
Ifeanyi Momah,ARI,TE,-145.5021214,3.203716468,5.665465116,-0.072533532,NA,2.924339216,
Phillip Supernaw,FA,TE,-145.6397178,3.066120099,6.47719969,-0.022572483,NA,3.299750364,
Mason Schreck,CIN,TE,-145.7242908,2.981547064,6.399156977,0,NA,6.19311707,
Matt LaCosse,DEN,TE,-145.886048,2.819789887,6.176330699,-0.036104252,NA,5.052273983,
Ryan Hewitt,CIN,TE,-146.0327368,2.673101059,4.443248765,0,NA,4.115594182,
Kerwynn Williams,KC,RB,-146.0643652,34.93285448,61.07168598,2.545760971,NA,6.797411948,
Clay Harbor,NO,TE,-146.0732411,2.632596779,5.711075581,-0.092473118,NA,3.149152174,
Joe Williams,SF,RB,-146.9671438,34.03007581,49.1095216,0.2,NA,6.684065172,
Korey Robertson,MIN,WR,-147.2448909,45.3,45.3,45.3,NA,NA,
Jordan Lasley,BAL,WR,-147.6173979,44.92749301,77.82575,9.6,NA,3.973262899,
Tyrone Swoopes,SEA,TE,-147.6333298,1.072508099,1.06721307,0,NA,5.007165491,
Randall Telfer,IND,TE,-147.6558104,1.05002751,1.800877676,0.02,NA,2.567032142,
Kyle Carter,SEA,TE,-147.9399842,0.765853705,0.762072644,0,NA,2.396141104,
Thomas Duarte,MIA,TE,-147.9706144,0.73522346,0.925364134,0,NA,4.79313632,
Clark Harris,CIN,TE,-148.0735621,0.63227572,1.090565653,0,NA,2.451149508,
KWaun Williams,SF,TE,-148.7058379,0,0,0,NA,18.92181504,
Tyler Patmon,JAC,TE,-148.7058379,0,0,0,NA,NA,
Darren Waller,BAL,TE,-148.7058379,0,0,0,NA,4.52559101,
Vince Mayle,BAL,TE,-148.7058379,0,0,0,NA,2.26852682,
Moritz Boehringer,FA,TE,-148.7058379,0,0,0,NA,NA,
Billy Brown,PHI,TE,-148.7058379,0,0,0,NA,NA,
Shane Smith,NYG,TE,-148.7058379,0,0,0,NA,NA,
Robert Tonyan,GB,TE,-148.7058379,0,0,0,NA,NA,
Deon Yelder,NO,TE,-148.7058379,0,0,0,NA,11.19511233,
Cole Hunt,LAC,TE,-148.7058379,0,0,0,NA,NA,
Austin Roberts,LAC,TE,-148.7058379,0,0,0,NA,NA,
DaeSean Hamilton,DEN,WR,-148.9871085,43.55778238,55.31994255,24.82513032,NA,4.447960414,
Phillip Lindsay,DEN,RB,-149.6374546,31.35976505,57.58149466,0,NA,11.96661215,
Josh Adams,PHI,RB,-150.9160262,30.08119342,40.364405,9.11,NA,10.56739679,
Charcandrick West,NYJ,RB,-151.0045907,29.99262892,53.00037442,2.502888904,NA,7.260074658,
Jakeem Grant,MIA,WR,-151.432212,41.11267891,65.65229258,13.36172659,NA,4.4300473,
Jeremy McNichols,SF,RB,-151.8873969,29.10982277,49.29403964,-0.654049523,NA,7.614840735,
Mark Walton,CIN,RB,-152.0875077,28.9097119,54.20817399,0.1,NA,6.18327466,
J'Mon Moore,GB,WR,-152.6447242,39.90016669,51.97229796,12.31526749,NA,4.618134995,
Malcolm Mitchell,FA,WR,-153.0818413,39.46304956,75.69159574,0.5,NA,6.705012749,
Wendell Smallwood,PHI,RB,-153.3438368,27.65338285,42.37299625,0.324054948,NA,5.847818314,
Damien Williams,KC,RB,-153.3594746,27.63774507,42.83473556,7.988834019,NA,4.607704832,
Brandon LaFell,FA,WR,-153.8207524,38.72413845,84.6484304,-0.243703704,NA,4.582308767,
Deontay Burnett,TEN,WR,-154.2448909,38.3,38.3,38.3,NA,7.600668438,
Bennie Fowler,CHI,WR,-154.5446561,38.00023478,67.56025806,0.346001744,NA,5.021180055,
Aldrick Robinson,SF,WR,-154.8918193,37.6530716,54.72502847,0.221856379,NA,4.636048109,
Christine Michael,IND,RB,-155.4053321,25.59188756,46.32500452,0.2,NA,6.316188865,
Breshad Perriman,BAL,WR,-155.6015589,36.94333196,48.83672576,0.366196727,NA,5.504834126,
Deonte Thompson,DAL,WR,-155.6997746,36.84511631,54.78471636,16.48341352,NA,4.02700224,
Jarius Wright,CAR,WR,-155.9928046,36.5520863,79.9751,5.702182442,NA,4.555439097,
Josh Bellamy,CHI,WR,-156.4020712,36.1428197,50.84581077,13.69391352,NA,4.680830893,
Chris Moore,BAL,WR,-156.6072103,35.93768058,49.23566508,11.02559933,NA,4.125524366,
Josh Reynolds,LAR,WR,-156.7378322,35.80705867,51.84955887,12.01531101,NA,4.107611252,
Chad Williams,ARI,WR,-157.5464433,34.99844761,57.07597963,0.08,NA,4.134480923,
Brian Quick,WAS,WR,-158.132746,34.41214485,58.69714498,1.361442093,NA,5.227180863,
Tyler Ervin,HOU,RB,-158.4998095,22.49741011,37.21538026,0.05,NA,8.848236718,
Tre McBride,NYJ,WR,-158.6996728,33.84521813,67.97777437,0.09,NA,6.337793917,
Andre Holmes,BUF,WR,-158.7246976,33.8201933,46.13915638,11.87827066,NA,4.501699755,
Cameron Artis-Payne,CAR,RB,-159.491825,21.50539461,46.66054222,4.290497492,NA,5.109716776,
Trevor Davis,GB,WR,-160.3452724,32.1996185,49.13379033,13.93477047,NA,5.334659546,
Bo Scarbrough,DAL,RB,-160.3829963,20.61422332,37.618725,5.465734235,NA,5.791663896,
Tajae Sharpe,TEN,WR,-161.2216265,31.3232644,59.04633435,0.5,NA,4.474830085,
Justin Jackson,LAC,RB,-161.4516822,19.54553743,43.73816936,0.06,NA,4.995189757,
Darren Waller,BAL,WR,-162.0448909,30.5,30.5,30.5,NA,4.904744815,
Akrum Wadley,TEN,RB,-162.1316136,18.86560606,34.18744,0.07,NA,8.103804599,
Jordan Matthews,FA,WR,-162.4107594,30.13413146,65.85892523,-0.171495199,NA,5.845183288,
Orleans Darkwa,FA,RB,-162.4534417,18.54377793,42.5193506,-0.184946237,NA,7.346519868,
Trenton Cannon,NYJ,RB,-162.578402,18.41881763,40.63039808,0,NA,7.597692772,
Equanimeous St. Brown,GB,WR,-162.6180156,29.92687527,55.48913275,8.765973649,NA,4.97639727,
Eric Decker,NE,WR,-162.6404729,29.90441794,58.20428211,0.659177578,NA,NA,
D.J. Foster,ARI,RB,-162.6597523,18.33746735,33.82651376,-0.058478058,NA,5.420674304,
Alfred Morris,SF,RB,-162.8752189,18.12200071,37.55216732,0,NA,6.122277519,
Elijhaa Penny,ARI,RB,-162.8782281,18.11899156,34.37887789,0,NA,6.395931886,
Aaron Ripkowski,GB,RB,-163.675359,17.3218606,30.07391483,0.1,NA,4.661793469,
Russell Shepard,NYG,WR,-163.8043805,28.74051038,37.6192043,14.21445941,NA,3.62395718,
Demarcus Robinson,KC,WR,-163.8067966,28.73809427,53.94014391,0.7,NA,4.340481731,
Mike Tolbert,FA,RB,-164.1077012,16.88951841,36.80672727,0,NA,9.734443604,
Pharoh Cooper,LAR,WR,-164.4151039,28.129787,43.46527575,13.83940864,NA,5.074919396,
Zach Zenner,DET,RB,-164.7202814,16.27693826,31.04790214,-0.439122316,NA,7.810769367,
Tommylee Lewis,NO,WR,-164.7508447,27.79404614,31.0538093,1.652,NA,5.083875953,
Braxton Berrios,NE,WR,-164.8711359,27.67375497,28.1045014,9.3,NA,7.179710264,
Eli Rogers,PIT,WR,-165.066216,27.47867488,37.95850153,11.4670028,NA,6.740838977,
Ryan Switzer,OAK,WR,-165.318212,27.22667885,44.66144652,7.961697606,NA,4.83309236,
Terrance West,FA,RB,-165.8424955,15.15472411,33.38095076,-0.469355281,NA,7.276615631,
T.J. Logan,ARI,RB,-166.7229144,14.27430523,30.26425733,-0.274869684,NA,7.100026355,
Jarvion Franklin,PIT,RB,-166.8461579,14.15106173,24.40812036,0,NA,6.45559333,
Johnny Holton,OAK,WR,-166.9268385,25.61805238,45.84508333,0.570240349,NA,5.307789875,
Brandon Radcliff,MIA,RB,-167.2238986,13.77332099,23.75658328,0,NA,6.327680711,
Jordan Taylor,DEN,WR,-167.4124681,25.13242283,45.73769807,0.4,NA,5.110745623,
Allen Lazard,JAC,WR,-167.4694451,25.07544582,37.371175,0,NA,11.71172805,
Kendrick Bourne,SF,WR,-167.5202539,25.02463702,45.54407969,0.3,NA,4.412134186,
Tyler Ervin,HOU,WR,-167.6230885,24.92180235,22.11,22.11,NA,5.648139037,
Mack Brown,MIN,RB,-167.8365375,13.16068217,22.86455868,7.767530316,NA,5.235858049,
Eddie Lacy,FA,RB,-167.8899349,13.1072847,31.33910818,-0.184946237,NA,8.833948086,
Paul Perkins,NYG,RB,-167.9877534,13.0094662,30.18858716,0.130123796,NA,7.827697216,
Alex Erickson,CIN,WR,-168.0993554,24.44553548,30.74384329,13.87163282,NA,4.788309576,
Kenjon Barner,CAR,RB,-169.0191785,11.97804113,17.58461648,4.56,NA,3.08601335,
